url_antiga,url_nova,status,confianca,observacao
https://www.crmedicinafetal.com/,https://www.crmedicinafetal.com.br/,pronto,alta,
https://www.crmedicinafetal.com/perfil/,https://www.crmedicinafetal.com.br/perfil.html,pronto,alta,
https://www.crmedicinafetal.com/clinica/,https://www.crmedicinafetal.com.br/clinica.html,pronto,alta,
https://www.crmedicinafetal.com/contato/,https://www.crmedicinafetal.com.br/contato.html,pronto,alta,
https://www.crmedicinafetal.com/ginecologia/,https://www.crmedicinafetal.com.br/ginecologia.html,pronto,alta,
https://www.crmedicinafetal.com/obstetricia/,https://www.crmedicinafetal.com.br/obstetricia.html,pronto,alta,
https://www.crmedicinafetal.com/medicina-fetal/,https://www.crmedicinafetal.com.br/medicina-fetal.html,pronto,alta,
https://www.crmedicinafetal.com/exames/,https://www.crmedicinafetal.com.br/exames.html,pronto,alta,
https://www.crmedicinafetal.com/politica-de-privacidade/,https://www.crmedicinafetal.com.br/politica-de-privacidade.html,pronto,alta,
https://www.crmedicinafetal.com/exames/viabilidade/,https://www.crmedicinafetal.com.br/viabilidade.html,pronto,alta,
https://www.crmedicinafetal.com/exames/morfologico-1o-trimestre/,https://www.crmedicinafetal.com.br/morfologico-1o-trimestre.html,pronto,alta,
https://www.crmedicinafetal.com/exames/morfologico-2o-trimestre/,https://www.crmedicinafetal.com.br/morfologico-2o-trimestre.html,pronto,alta,
https://www.crmedicinafetal.com/exames/medida-de-comprimento-do-colo/,https://www.crmedicinafetal.com.br/medida-de-comprimento-do-colo.html,pronto,alta,
https://www.crmedicinafetal.com/exames/ultrassonografia-obstetrica-com-dopplerfluxometria/,https://www.crmedicinafetal.com.br/ultrassonografia-obstetrica-com-dopplerfluxometria.html,pronto,alta,
https://www.crmedicinafetal.com/exames/cardiotocografia-basal/,https://www.crmedicinafetal.com.br/cardiotocografia-basal.html,pronto,alta,
https://www.crmedicinafetal.com/exames/perfil-biofisico-fetal/,https://www.crmedicinafetal.com.br/perfil-biofisico-fetal.html,pronto,alta,
https://www.crmedicinafetal.com/exames/ultrassonografia-ginecologica/,https://www.crmedicinafetal.com.br/ultrassonografia-ginecologica.html,pronto,alta,
https://www.crmedicinafetal.com/exames/us-3d-e-4d/,https://www.crmedicinafetal.com.br/ultrassom-3d-4d.html,pronto,alta,"slug mudou, conteudo e o mesmo"
https://www.crmedicinafetal.com/exames/testes-diagnosticos-invasivos/,https://www.crmedicinafetal.com.br/testes-diagnosticos-invasivos.html,pronto,alta,
https://www.crmedicinafetal.com/exames/ultrassonografia-seriada/,https://www.crmedicinafetal.com.br/ultrassonografia-seriada.html,pronto,alta,
https://www.crmedicinafetal.com/en/home/,https://www.crmedicinafetal.com.br/en/index.html,pronto,alta,pagina EN principal (ativa)
https://www.crmedicinafetal.com/en/clinic/,https://www.crmedicinafetal.com.br/en/clinica.html,pronto,alta,
https://www.crmedicinafetal.com/en/profile/,https://www.crmedicinafetal.com.br/en/perfil.html,pronto,alta,
https://www.crmedicinafetal.com/en/contact/,https://www.crmedicinafetal.com.br/en/contato.html,pronto,alta,
https://www.crmedicinafetal.com/en/gynecology/,https://www.crmedicinafetal.com.br/en/ginecologia.html,pronto,alta,
https://www.crmedicinafetal.com/en/obstetrics/,https://www.crmedicinafetal.com.br/en/obstetricia.html,pronto,alta,
https://www.crmedicinafetal.com/en/fetal-medicine/,https://www.crmedicinafetal.com.br/en/medicina-fetal.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/,https://www.crmedicinafetal.com.br/en/exames.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/viability/,https://www.crmedicinafetal.com.br/en/viability-scan.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/1-trimester-screening/,https://www.crmedicinafetal.com.br/en/1st-trimester-morphology.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/anomaly-scan/,https://www.crmedicinafetal.com.br/en/2nd-trimester-morphology.html,pronto,alta,anomaly scan = termo em ingles pro morfologico de 2o tri
https://www.crmedicinafetal.com/en/exams/cervical-length/,https://www.crmedicinafetal.com.br/en/cervical-length-measurement.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/growth-scan/,https://www.crmedicinafetal.com.br/en/obstetric-ultrasound-doppler.html,pronto,media,CONFIRMAR: growth scan normalmente e o exame de crescimento fetal c/ doppler
https://www.crmedicinafetal.com/en/exams/basal-cardiotocography/,https://www.crmedicinafetal.com.br/en/cardiotocography.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/biophysical-profile/,https://www.crmedicinafetal.com.br/en/foetal-biophysical-profile.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/gynecological-scan/,https://www.crmedicinafetal.com.br/en/gynaecological-ultrasound.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/3d-4d-ultrasound/,https://www.crmedicinafetal.com.br/en/3d-4d-ultrasound.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/invasive-diagnostic-tests/,https://www.crmedicinafetal.com.br/en/invasive-diagnostic-tests.html,pronto,alta,
https://www.crmedicinafetal.com/en/exams/follicle-tracking-ultrasound-scans/,https://www.crmedicinafetal.com.br/en/serial-ultrasound.html,pronto,media,CONFIRMAR: monitoramento folicular = ultrassonografia seriada
https://www.crmedicinafetal.com/faqs/,https://www.crmedicinafetal.com.br/exames.html,verificar,baixa,sem FAQ dedicada no site novo; sugestao provisoria
https://www.crmedicinafetal.com/galery-images/,https://www.crmedicinafetal.com.br/clinica.html,verificar,baixa,duplicada com /galeria-de-imagens/; site novo tem galeria na pagina da clinica
https://www.crmedicinafetal.com/galeria-de-imagens/,https://www.crmedicinafetal.com.br/clinica.html,verificar,baixa,duplicada com /galery-images/
https://www.crmedicinafetal.com/dracarolina/,https://www.crmedicinafetal.com.br/perfil.html,verificar,media,provavel bio antiga da Dra. Carolina
https://www.crmedicinafetal.com/en/home-2/,https://www.crmedicinafetal.com.br/en/index.html,verificar,baixa,provavel rascunho duplicado da home EN
https://www.crmedicinafetal.com/en/home-2-2/,https://www.crmedicinafetal.com.br/en/index.html,verificar,baixa,provavel rascunho duplicado da home EN
https://www.crmedicinafetal.com/en/maintenance-page-english/,https://www.crmedicinafetal.com.br/en/index.html,verificar,baixa,"pagina de manutencao, provavelmente sem valor de SEO"
https://www.crmedicinafetal.com/en/blog-2/,,verificar,baixa,provavel rascunho; aguardar migracao do blog
https://www.crmedicinafetal.com/inicio-teste/,https://www.crmedicinafetal.com.br/,verificar,baixa,nome sugere pagina de teste
https://www.crmedicinafetal.com/artigos/,,pendente_blog,-,indice antigo de artigos
https://www.crmedicinafetal.com/blog/,,pendente_blog,-,indice do blog
https://www.crmedicinafetal.com/como-saber-se-eu-estou-ovulando/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/teste-de-gravidez-positivo-e-agora/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/quando-fazer-a-morfologica-de-2o-t/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/para-que-serve-a-ultrassonografia-seriada/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/quando-iniciar-o-controle-de-ovulacao/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/quando-fazer-a-primeira-ultrassonografia-na-gravidez/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/a-importancia-da-primeira-ultrassonografia-da-gestacao/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/nao-ouvi-o-batimento-do-bebe-e-agora/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/como-saber-a-minha-idade-gestacional/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/gestacao-ectopica-gestacao-tubaria/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/a-gravidez-nao-evoluiu-abortamento-retido-o-que-fazer/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/sao-gemeos-o-que-preciso-saber/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/qual-a-diferenca-entre-transluscencia-nucal-tn-e-morfologico-de-1o-trimestre-2/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/para-que-serve-o-morfologico-de-1o-t/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/a-morfologica-detecta-sindrome-de-down/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/a-transluscencia-nucal-do-meu-bebe-esta-aumentada-e-agora/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/nao-vi-o-osso-nasal-e-problema/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/o-que-e-translucencia-nucal-tn/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/tive-alto-risco-para-pre-eclampsia-o-que-fazer/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/alto-risco-para-sindromes-aneuploidias-como-proceder/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/o-que-e-nipt/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/o-que-e-e-como-e-feita-a-biopsia-de-vilo-corial-bvc/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/para-que-servem-as-dosagens-de-betahcg-fracao-livre-papp-a-e-plgf/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/vou-saber-o-sexo-do-meu-bebe-na-morfologica-de-primeiro-trimestre/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/para-que-serve-a-morfologica-de-2o-t/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/preciso-fazer-exame-transvaginal-na-morfologica-de-2o-t/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/arteria-uterina-com-incisura-ao-doppler-tenho-que-me-preocupar/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/tive-diagnostico-de-malformacao-fetal-o-que-fazer/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/placenta-baixa-o-que-preciso-saber/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/existe-morfologica-de-3o-t-2/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/o-que-e-percentil-de-peso-fetal/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/meu-bebe-esta-pequeno-baixo-peso-fetal-e-agora/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/tenho-muito-liquido-e-ruim/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/estou-com-pouco-liquido-o-que-faco-sera-que-perdi-sem-perceber/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/de-quanto-em-quanto-tempo-preciso-fazer-ultrassonografia-na-gestacao/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/para-que-serve-o-exame-de-cardiotocografia/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/o-que-e-o-exame-de-perfil-biofisico-fetal/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/o-que-preciso-saber-antes-de-fazer-usg-3d-4d-2/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/existe-idade-gestacional-ideal-para-realizar-ultrassonografia-3d/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/existe-ultrassonografia-5d/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/para-que-serve-o-acompanhamento-pre-natal-2/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/o-que-e-cerclagem-sera-que-preciso-disso/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/como-saber-se-estou-em-trabalho-de-parto/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/por-que-fazer-exame-com-profissional-certificado-pela-fetal-medicine-foundationfmf/,,pendente_blog,-,aguarda migracao do blog novo
https://www.crmedicinafetal.com/en/how-to-know-if-im-in-labor/,,pendente_blog,-,versao EN de /como-saber-se-estou-em-trabalho-de-parto/
